year,parent_entity,parent_type,lei,total_emissions_MtCO2e
1959,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,70.59121375735492750000
1960,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,84.38072687081346185000
1961,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,98.17024002334553767000
1962,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,111.95975314325410110000
1963,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,125.74926630376171600000
1964,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,139.53877941576762480000
1965,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,153.32829258019012730000
1966,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,167.11780570862431590000
1967,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,222.70376204972430330000
1968,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,236.06267143036959700000
1969,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,255.86334785265265740000
1970,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,260.22961673648959780000
1971,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,230.28293464955837740000
1972,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,197.53538078671497800000
1973,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,177.50372236988007430000
1974,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,157.39871441320180100000
1975,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,149.29852136664609500000
1976,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,147.09131884615493430000
1977,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,154.09934514936846500000
1978,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,154.79538850266825240000
1979,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,183.82628917668588250000
1980,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,185.86850941920173060000
1981,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,181.74730722537574000000
1982,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,188.79238303288125800000
1983,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,209.11089228631108600000
1984,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,188.37013917422560200000
1985,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,229.23134050497944800000
1986,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,232.18783358648487000000
1987,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,233.73685578603882300000
1988,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,237.68823620705547330000
1989,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,229.40905219909025290000
1990,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,237.02649587084551860000
1991,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,234.09391900296518850000
1992,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,231.86692234095720230000
1993,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,202.11530424298873480000
1994,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,221.29163708437832730000
1995,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,221.11426507526361450000
1996,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,243.58765929256466930000
1997,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,179.63135170586732074000
1998,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,209.75204367345273906000
1999,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,206.31016182562252840000
2000,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,185.09096265468045217500
2001,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,216.21878214923564203000
2002,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,232.71993840670007688800
2003,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,226.40109670184838494000
2004,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,227.48033951946732010000
2005,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,234.21817159412757502600
2006,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,157.68895805896087000000
2007,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,174.38169333827194000000
2008,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,188.14952074035794400000
2009,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,199.73539520412341700000
2010,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,210.70169746572087800000
2011,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,213.90900568074121600000
2012,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,227.36695343220089000000
2013,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,234.05601206219126000000
2014,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,217.65044738416694300000
2015,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,226.62782826788586800000
2016,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,214.66423114482190300000
2017,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,190.28263883953850500000
2018,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,197.11571456955481600000
2019,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,141.92053107417569500000
2020,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,192.75227842734490600000
2021,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,173.81664884592137000000
2022,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,172.55693188375986600000
2023,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,182.03650211812864400000
2007,OKD,State-owned Entity,315700KQU4IWMFNLRZ91,36.37160007255244300000
2008,OKD,State-owned Entity,315700KQU4IWMFNLRZ91,36.33790320037675400000
2009,OKD,State-owned Entity,315700KQU4IWMFNLRZ91,31.47377442554901600000
2010,OKD,State-owned Entity,315700KQU4IWMFNLRZ91,32.61827531371407400000
2011,OKD,State-owned Entity,315700KQU4IWMFNLRZ91,30.09543011463530400000
2012,OKD,State-owned Entity,315700KQU4IWMFNLRZ91,27.57258491827067000000
2013,OKD,State-owned Entity,315700KQU4IWMFNLRZ91,25.04973971919189700000
2014,OKD,State-owned Entity,315700KQU4IWMFNLRZ91,24.54787540445180500000
2015,OKD,State-owned Entity,315700KQU4IWMFNLRZ91,22.86754082399645000000
2016,OKD,State-owned Entity,315700KQU4IWMFNLRZ91,19.64602504604271600000
2017,OKD,State-owned Entity,315700KQU4IWMFNLRZ91,16.42450926537484400000
2018,OKD,State-owned Entity,315700KQU4IWMFNLRZ91,13.20299348742111150000
2019,OKD,State-owned Entity,315700KQU4IWMFNLRZ91,10.47711454729070000000
2020,OKD,State-owned Entity,315700KQU4IWMFNLRZ91,6.12824333604775300000
2021,OKD,State-owned Entity,315700KQU4IWMFNLRZ91,7.15376934276731450000
2022,OKD,State-owned Entity,315700KQU4IWMFNLRZ91,5.93315026509646370000
2023,OKD,State-owned Entity,315700KQU4IWMFNLRZ91,5.62264102014861830000
1997,OMV,Investor-owned Company,549300V62YJ9HTLRI486,8.93716185728704400000
1998,OMV,Investor-owned Company,549300V62YJ9HTLRI486,9.48600082943840400000
1999,OMV,Investor-owned Company,549300V62YJ9HTLRI486,11.14798531833332430000
2000,OMV,Investor-owned Company,549300V62YJ9HTLRI486,11.72941304113600500000
2001,OMV,Investor-owned Company,549300V62YJ9HTLRI486,11.70796977405046900000
2002,OMV,Investor-owned Company,549300V62YJ9HTLRI486,12.55777859680047600000
2003,OMV,Investor-owned Company,549300V62YJ9HTLRI486,18.01277366193914900000
2004,OMV,Investor-owned Company,549300V62YJ9HTLRI486,19.01306740998847600000
2005,OMV,Investor-owned Company,549300V62YJ9HTLRI486,18.30772602357066400000
2006,OMV,Investor-owned Company,549300V62YJ9HTLRI486,47.71470642642481600000
2007,OMV,Investor-owned Company,549300V62YJ9HTLRI486,47.28846777349709300000
2008,OMV,Investor-owned Company,549300V62YJ9HTLRI486,46.73581415113858500000
2009,OMV,Investor-owned Company,549300V62YJ9HTLRI486,46.62652035991825200000
2010,OMV,Investor-owned Company,549300V62YJ9HTLRI486,46.79247285765842000000
2011,OMV,Investor-owned Company,549300V62YJ9HTLRI486,42.34802752976638700000
2012,OMV,Investor-owned Company,549300V62YJ9HTLRI486,44.78959893415491300000
2013,OMV,Investor-owned Company,549300V62YJ9HTLRI486,42.29492680072045100000
2014,OMV,Investor-owned Company,549300V62YJ9HTLRI486,45.62351633444104600000
2015,OMV,Investor-owned Company,549300V62YJ9HTLRI486,44.65187130386855200000
2016,OMV,Investor-owned Company,549300V62YJ9HTLRI486,46.04242415401013900000
2017,OMV,Investor-owned Company,549300V62YJ9HTLRI486,51.51839684188889000000
2018,OMV,Investor-owned Company,549300V62YJ9HTLRI486,64.29053042769842300000
2019,OMV,Investor-owned Company,549300V62YJ9HTLRI486,73.57828847580104000000
2020,OMV,Investor-owned Company,549300V62YJ9HTLRI486,70.40984882926428000000
2021,OMV,Investor-owned Company,549300V62YJ9HTLRI486,73.76729605207393700000
2022,OMV,Investor-owned Company,549300V62YJ9HTLRI486,58.78912673843862200000
2023,OMV,Investor-owned Company,549300V62YJ9HTLRI486,54.50702822969182000000
1956,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,1.44544427033476345000
1957,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,1.63968898345586897000
1958,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,1.64362548247863320000
1959,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,1.69610948914173115000
1960,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,1.72298443274087656000
1961,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,1.71373880006894324000
1962,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,3.56838105739100550000
1963,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,5.25952437699429740000
1964,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,7.12971897229448574000
1965,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,9.35642908122520490000
1966,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,15.23571345252827890000
1967,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,18.50520585153562640000
1968,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,18.92356612775657140000
1969,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,22.50287814744052500000
1970,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,22.71423455314855590000
1971,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,22.66213123468771520000
1972,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,25.10252271437269100000
1973,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,24.43764211816198000000
1974,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,24.07067321049919000000
1975,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,27.13805392228168600000
1976,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,29.69414978604980430000
1977,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,32.83483758304900630000
1978,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,36.71406204506080270000
1979,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,39.42885504819744460000
1980,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,30.20822559786377850000
1981,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,51.97001299996112000000
1982,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,63.39883229472721400000
1983,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,77.73782284322404800000
1984,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,84.07021287013271300000
1985,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,100.37474862639210600000
1986,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,105.54701731334719700000
1987,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,108.26313052169635700000
1988,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,115.28014098501600000000
1989,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,125.66866931054977000000
1990,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,128.84703059170427300000
1991,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,126.01206595777265000000
1992,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,123.01399039329459000000
1993,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,117.92815142454078000000
1994,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,134.74649576755905000000
1995,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,152.26959046968232500000
1996,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,150.96617173339543000000
1997,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,154.04392519540218000000
1998,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,131.73485700234443000000
1999,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,127.23417681795554600000
2000,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,139.84536051765626600000
2001,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,143.08220128839002000000
2002,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,141.99177058880106000000
2003,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,147.19465803215684000000
2004,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,152.94774240512450000000
2005,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,139.84118144732698000000
2006,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,147.43055266975488000000
2007,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,155.63522422983460577000
2008,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,154.20876023969554550000
2009,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,170.16596563226075000000
2010,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,168.33754754623780000000
2011,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,153.72099631659372000000
2012,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,153.31854748543944000000
2013,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,150.28236618484790000000
2014,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,139.93624276535034600000
2015,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,135.46560289608971400000
2016,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,133.78894856384654000000
2017,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,134.55379608876493000000
2018,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,137.69617049702725000000
2019,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,137.26574778393213000000
2020,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,132.34658964699803000000
2021,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,124.59556750473352600000
2022,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,119.25695738135775000000
2023,ONGC,State-owned Entity,335800FPDZ9MRSNO7N41,117.76116320591956500000
1998,Orlen,Investor-owned Company,259400VVMM70CQREJT74,12.18044987380955290000
1999,Orlen,Investor-owned Company,259400VVMM70CQREJT74,11.79270403761122520000
2000,Orlen,Investor-owned Company,259400VVMM70CQREJT74,11.72398052620198250000
2001,Orlen,Investor-owned Company,259400VVMM70CQREJT74,11.65525700750370100000
